14827,BEST-226-01,Nanodevice Fabrication,4,LECT,M,2:30-3:20pm,CLSSRM 274,16-JAN 04-MAY,Lu,16,6,10,EXAM,W,8:00-11:00am,CLSSRM 274,09-MAY 09-MAY
14828,BEST-226-02L,Nanodevice Fabrication,0,LAB,T,8:30-5:50pm,SE2 180,16-JAN 04-MAY,Lu,16,6,10
10336,BEST-292-03,Group Meeting,1,LECT,TBD-TBD,, ,16-JAN 04-MAY,Chin,3,1,2
10338,BEST-292-05,Group Meeting,1,LECT,TBD-TBD,, ,16-JAN 04-MAY,McCloskey,7,1,6
10339,BEST-292-07,Group Meeting,1,LECT,TBD-TBD,, ,16-JAN 04-MAY,Davila,3,1,2
14072,BEST-292-09,Group Meeting,1,LECT,TBD-TBD,, ,16-JAN 04-MAY,Munoz,3,1,2
14563,BEST-292-10,Group Meeting,1,LECT,TBD-TBD,, ,16-JAN 04-MAY,Subramaniam,5,0,5
15817,BEST-292-12,Group Meeting,1,LECT,TBD-TBD,, ,16-JAN 04-MAY,Wang,5,0,5
15818,BEST-293-01,Journal Club,1,LECT,TBD-TBD,, ,16-JAN 04-MAY,Chin,7,1,6
10526,BEST-293-02,Journal Club,1,LECT,TBD-TBD,, ,16-JAN 04-MAY,McCloskey,7,1,6
15819,BEST-293-03,Journal Club,1,LECT,TBD-TBD,, ,16-JAN 04-MAY,Munoz,7,0,7
15820,BEST-293-05,Journal Club,1,LECT,TBD-TBD,, ,16-JAN 04-MAY,Wang,7,0,7
Biological Sciences
10063,BIO-001-01,Contemporary Biology,4,LECT,MWF,11:30-12:20pm,CLSSRM 102,16-JAN 04-MAY,Cayetano Simmari / Beaster-Jones,235,17,218,EXAM,T,6:30-9:30pm,CLSSRM 105,08-MAY 08-MAY,EXAM,T,6:30-9:30pm,CLSSRM 102,08-MAY 08-MAY
10064,BIO-001-02D,Contemporary Biology,0,DISC,M,6:30-7:20pm,CLSSRM 279,16-JAN 04-MAY,Staff,19,2,17
10065,BIO-001-03D,Contemporary Biology,0,DISC,M,7:30-8:20pm,CLSSRM 279,16-JAN 04-MAY,Staff,19,0,19
10066,BIO-001-04D,Contemporary Biology,0,DISC,W,12:30-1:20pm,CLSSRM 286,16-JAN 04-MAY,Staff,19,4,15
10067,BIO-001-05D,Contemporary Biology,0,DISC,W,1:30-2:20pm,KOLLIG 296,16-JAN 04-MAY,Staff,19,2,17
10068,BIO-001-06D,Contemporary Biology,0,DISC,W,6:30-7:20pm,KOLLIG 296,16-JAN 04-MAY,Staff,19,0,19
10735,BIO-001-07D,Contemporary Biology,0,DISC,F,7:30-8:20am,CLSSRM 127,16-JAN 04-MAY,Staff,20,0,20
10736,BIO-001-08D,Contemporary Biology,0,DISC,F,8:30-9:20am,CLSSRM 282,16-JAN 04-MAY,Staff,20,1,19
10737,BIO-001-09D,Contemporary Biology,0,DISC,F,9:30-10:20am,COB2 266,16-JAN 04-MAY,Staff,20,2,18
15006,BIO-001-10D,Contemporary Biology,0,DISC,M,3:30-4:20pm,CLSSRM 264,16-JAN 04-MAY,Staff,20,3,17
15007,BIO-001-11D,Contemporary Biology,0,DISC,M,4:30-5:20pm,CLSSRM 264,16-JAN 04-MAY,Staff,20,0,20
15935,BIO-001-12D,Contemporary Biology,0,DISC,M,1:30-2:20pm,CLSSRM 274,16-JAN 04-MAY,Staff,20,1,19
15936,BIO-001-13D,Contemporary Biology,0,DISC,M,5:30-6:20pm,CLSSRM 274,16-JAN 04-MAY,Staff,20,2,18
10069,BIO-001-20,Contemporary Biology,4,LECT,MWF,12:30-1:20pm,CLSSRM 102,16-JAN 04-MAY,Cayetano Simmari / Beaster-Jones,235,15,220,EXAM,T,6:30-9:30pm,CLSSRM 105,08-MAY 08-MAY,EXAM,T,6:30-9:30pm,CLSSRM 102,08-MAY 08-MAY
10070,BIO-001-21D,Contemporary Biology,0,DISC,W,11:30-12:20pm,CLSSRM 270,16-JAN 04-MAY,Staff,19,2,17
10071,BIO-001-22D,Contemporary Biology,0,DISC,W,7:30-8:20pm,CLSSRM 127,16-JAN 04-MAY,Staff,19,0,19
10072,BIO-001-23D,Contemporary Biology,0,DISC,W,2:30-3:20pm,CLSSRM 288,16-JAN 04-MAY,Staff,19,2,17
10073,BIO-001-24D,Contemporary Biology,0,DISC,T,7:30-8:20am,CLSSRM 279,16-JAN 04-MAY,Staff,19,1,18
10074,BIO-001-25D,Contemporary Biology,0,DISC,T,8:30-9:20am,CLSSRM 279,16-JAN 04-MAY,Staff,19,1,18
10651,BIO-001-26D,Contemporary Biology,0,DISC,T,10:30-11:20am,CLSSRM 270,16-JAN 04-MAY,Staff,20,0,20
10738,BIO-001-27D,Contemporary Biology,0,DISC,F,10:30-11:20am,CLSSRM 276,16-JAN 04-MAY,Staff,20,1,19
10929,BIO-001-28D,Contemporary Biology,0,DISC,F,11:30-12:20pm,CLSSRM 261,16-JAN 04-MAY,Staff,20,2,18
15008,BIO-001-29D,Contemporary Biology,0,DISC,M,2:30-3:20pm,COB2 267,16-JAN 04-MAY,Staff,20,2,18
15009,BIO-001-30D,Contemporary Biology,0,DISC,M,1:30-2:20pm,CLSSRM 264,16-JAN 04-MAY,Staff,20,2,18
15937,BIO-001-31D,Contemporary Biology,0,DISC,M,3:30-4:20pm,SSB 110,16-JAN 04-MAY,Staff,20,1,19
15938,BIO-001-32D,Contemporary Biology,0,DISC,T,4:30-5:20pm,CLSSRM 260,16-JAN 04-MAY,Staff,20,1,19
10075,BIO-001L-01,Contemporary Biology Lab,1,LAB,M,3:00-5:50pm,SCIENG 173,16-JAN 04-MAY,Cayetano Simmari,24,4,20
10076,BIO-001L-02,Contemporary Biology Lab,1,LAB,T,8:00-10:50am,SCIENG 173,16-JAN 04-MAY,Cayetano Simmari,24,6,18
10077,BIO-001L-03,Contemporary Biology Lab,1,LAB,T,11:30-2:20pm,SCIENG 173,16-JAN 04-MAY,Cayetano Simmari,24,5,19
10078,BIO-001L-04,Contemporary Biology Lab,1,LAB,T,6:30-9:20pm,SCIENG 173,16-JAN 04-MAY,Cayetano Simmari,24,1,23
10079,BIO-001L-05,Contemporary Biology Lab,1,LAB,W,7:00-9:50pm,SCIENG 173,16-JAN 04-MAY,Cayetano Simmari,24,1,23
10733,BIO-001L-06,Contemporary Biology Lab,1,LAB,R,11:30-2:20pm,SCIENG 173,16-JAN 04-MAY,Cayetano Simmari,24,2,22
10080,BIO-001L-07,Contemporary Biology Lab,1,LAB,R,3:00-5:50pm,SCIENG 173,16-JAN 04-MAY,Cayetano Simmari,24,2,22
10081,BIO-001L-08,Contemporary Biology Lab,1,LAB,T,3:00-5:50pm,SCIENG 173,16-JAN 04-MAY,Cayetano Simmari,24,2,22
10558,BIO-001L-09,Contemporary Biology Lab,1,LAB,R,8:00-10:50am,SCIENG 173,16-JAN 04-MAY,Cayetano Simmari,24,1,23
10734,BIO-001L-10,Contemporary Biology Lab,1,LAB,W,3:30-6:20pm,SCIENG 173,16-JAN 04-MAY,Cayetano Simmari,24,1,23
10930,BIO-001L-11,Contemporary Biology Lab,1,LAB,R,6:30-9:20pm,SCIENG 173,16-JAN 04-MAY,Staff,24,1,23
10082,BIO-002-01,Introduction Molecular Biology,4,LECT,TR,7:30-8:45am,COB2 140,16-JAN 04-MAY,Dulai,120,6,114,EXAM,S,3:00-6:00pm,CLSSRM 102,05-MAY 05-MAY
10083,BIO-002-02D,Introduction Molecular Biology,0,DISC,T,4:30-5:20pm,CLSSRM 261,16-JAN 04-MAY,Staff,20,2,18
10084,BIO-002-03D,Introduction Molecular Biology,0,DISC,W,12:30-1:20pm,CLSSRM 270,16-JAN 04-MAY,Staff,20,2,18
10085,BIO-002-04D,Introduction Molecular Biology,0,DISC,T,5:30-6:20pm,CLSSRM 261,16-JAN 04-MAY,Staff,20,1,19
10086,BIO-002-05D,Introduction Molecular Biology,0,DISC,W,1:30-2:20pm,CLSSRM 270,16-JAN 04-MAY,Staff,20,1,19
15010,BIO-002-06D,Introduction Molecular Biology,0,DISC,W,4:30-5:20pm,CLSSRM 270,16-JAN 04-MAY,Staff,20,0,20
15939,BIO-002-07D,Introduction Molecular Biology,0,DISC,T,6:30-7:20pm,CLSSRM 274,16-JAN 04-MAY,Staff,20,0,20
14395,BIO-002-20,Introduction Molecular Biology,4,LECT,TR,9:00-10:15am,COB2 140,16-JAN 04-MAY,Dulai,120,22,98,EXAM,S,3:00-6:00pm,CLSSRM 102,05-MAY 05-MAY
10087,BIO-002-21D,Introduction Molecular Biology,0,DISC,W,2:30-3:20pm,CLSSRM 264,16-JAN 04-MAY,Staff,20,3,17
10088,BIO-002-22D,Introduction Molecular Biology,0,DISC,W,3:30-4:20pm,CLSSRM 270,16-JAN 04-MAY,Staff,20,3,17
10652,BIO-002-23D,Introduction Molecular Biology,0,DISC,R,6:30-7:20pm,CLSSRM 266,16-JAN 04-MAY,Staff,20,2,18
10853,BIO-002-24D,Introduction Molecular Biology,0,DISC,R,7:30-8:20pm,CLSSRM 270,16-JAN 04-MAY,Staff,20,1,19
15423,BIO-002-25D,Introduction Molecular Biology,0,DISC,W,1:30-2:20pm,COB2 263,16-JAN 04-MAY,Staff,20,9,11
15940,BIO-002-26D,Introduction Molecular Biology,0,DISC,W,1:30-2:20pm,CLSSRM 274,16-JAN 04-MAY,Staff,20,4,16
10089,BIO-002L-01,Molecular Biology Lab,1,LAB,W,11:30-2:20pm,SCIENG 167,16-JAN 04-MAY,Dulai,24,4,20
10090,BIO-002L-02,Molecular Biology Lab,1,LAB,W,3:00-5:50pm,SCIENG 167,16-JAN 04-MAY,Dulai,24,6,18
10091,BIO-002L-03,Molecular Biology Lab,1,LAB,W,6:30-9:20pm,SCIENG 167,16-JAN 04-MAY,Dulai,24,6,18
10092,BIO-002L-04,Molecular Biology Lab,1,LAB,R,10:30-1:20pm,SCIENG 167,16-JAN 04-MAY,Dulai,24,8,16
10093,BIO-002L-05,Molecular Biology Lab,1,LAB,R,2:00-4:50pm,SCIENG 167,16-JAN 04-MAY,Dulai,24,6,18
10645,BIO-002L-06,Molecular Biology Lab,1,LAB,F,8:00-10:50am,SCIENG 167,16-JAN 04-MAY,Dulai,24,3,21
10852,BIO-002L-07,Molecular Biology Lab,1,LAB,R,6:30-9:20pm,SCIENG 167,16-JAN 04-MAY,Dulai,24,1,23
14124,BIO-002L-08,Molecular Biology Lab,1,LAB,F,11:30-2:20pm,SCIENG 167,16-JAN 04-MAY,Dulai,24,4,20
10833,BIO-003-01,Molec Basis of Heal and Disea,4,LECT,MWF,2:30-3:20pm,SSB 160,16-JAN 04-MAY,Al-Kuhlani,120,17,103,EXAM,W,8:00-11:00am,SSB 160,09-MAY 09-MAY
10834,BIO-003-02D,Molec Basis of Heal and Disea,0,DISC,M,1:30-2:20pm,KOLLIG 296,16-JAN 04-MAY,Staff,20,7,13
10835,BIO-003-03D,Molec Basis of Heal and Disea,0,DISC,M,5:30-6:20pm,CLSSRM 279,16-JAN 04-MAY,Staff,20,1,19
10836,BIO-003-04D,Molec Basis of Heal and Disea,0,DISC,M,3:30-4:20pm,CLSSRM 127,16-JAN 04-MAY,Staff,20,5,15
14307,BIO-003-05D,Molec Basis of Heal and Disea,0,DISC,M,4:30-5:20pm,CLSSRM 282,16-JAN 04-MAY,Staff,20,1,19
15941,BIO-003-06D,Molec Basis of Heal and Disea,0,DISC,W,4:30-5:20pm,SSB 110,16-JAN 04-MAY,Staff,20,2,18
15942,BIO-003-07D,Molec Basis of Heal and Disea,0,DISC,W,5:30-6:20pm,CLSSRM 274,16-JAN 04-MAY,Staff,20,1,19
14398,BIO-005-01,Biology Today,4,LECT,MWF,12:30-1:20pm,COB2 110,16-JAN 04-MAY,Conte,180,53,127,EXAM,M,3:00-6:00pm,COB2 110,07-MAY 07-MAY
14399,BIO-005-02D,Biology Today,0,DISC,M,1:30-3:20pm,CLSSRM 286,16-JAN 04-MAY,Staff,20,13,7
14400,BIO-005-03D,Biology Today,0,DISC,T,8:30-10:20am,CLSSRM 282,16-JAN 04-MAY,Staff,20,2,18
14401,BIO-005-04D,Biology Today,0,DISC,R,9:30-11:20am,CLSSRM 282,16-JAN 04-MAY,Staff,20,2,18
14402,BIO-005-05D,Biology Today,0,DISC,W,10:30-12:20pm,CLSSRM 265,16-JAN 04-MAY,Staff,20,19,1
14403,BIO-005-06D,Biology Today,0,DISC,F,3:30-5:20pm,CLSSRM 282,16-JAN 04-MAY,Staff,20,1,19
14915,BIO-005-07D,Biology Today,0,DISC,T,5:30-7:20pm,CLSSRM 279,16-JAN 04-MAY,Staff,20,4,16
15943,BIO-005-08D,Biology Today,0,DISC,M,4:30-6:20pm,CLSSRM 203,16-JAN 04-MAY,Staff,20,7,13
15944,BIO-005-09D,Biology Today,0,DISC,F,10:30-12:20pm,CLSSRM 203,16-JAN 04-MAY,Staff,20,3,17
15945,BIO-005-10D,Biology Today,0,DISC,F,8:30-10:20am,SSB 110,16-JAN 04-MAY,Staff,20,2,18
15920,BIO-018-01,Stat Sci Data Analysis,4,LECT,MW,3:00-4:15pm,COB2 110,16-JAN 04-MAY,Sollberger,180,6,174,EXAM,W,8:00-11:00am,COB2 110,09-MAY 09-MAY
15921,BIO-018-02D,Stat Sci Data Analysis,0,DISC,T,11:30-1:20pm,CLSSRM 282,16-JAN 04-MAY,Staff,20,1,19
15922,BIO-018-03D,Stat Sci Data Analysis,0,DISC,T,4:30-6:20pm,CLSSRM 129,16-JAN 04-MAY,Staff,20,2,18
15923,BIO-018-04D,Stat Sci Data Analysis,0,DISC,W,11:30-1:20pm,CLSSRM 114,16-JAN 04-MAY,Staff,20,0,20
15924,BIO-018-05D,Stat Sci Data Analysis,0,DISC,R,3:30-5:20pm,CLSSRM 279,16-JAN 04-MAY,Staff,20,0,20
15925,BIO-018-06D,Stat Sci Data Analysis,0,DISC,F,8:30-10:20am,CLSSRM 276,16-JAN 04-MAY,Staff,20,0,20
15926,BIO-018-07D,Stat Sci Data Analysis,0,DISC,F,3:30-5:20pm,CLSSRM 276,16-JAN 04-MAY,Staff,20,0,20
15946,BIO-018-08D,Stat Sci Data Analysis,0,DISC,W,4:30-6:20pm,CLSSRM 203,16-JAN 04-MAY,Staff,20,2,18
15947,BIO-018-09D,Stat Sci Data Analysis,0,DISC,R,5:30-7:20pm,CLSSRM 274,16-JAN 04-MAY,Staff,20,0,20
15948,BIO-018-10D,Stat Sci Data Analysis,0,DISC,T,6:30-8:20pm,CLSSRM 266,16-JAN 04-MAY,Staff,20,1,19
15584,BIO-034-01,Introduction to Marine Science,4,LECT,TR,4:30-5:45pm,SSB 130,16-JAN 04-MAY,Dawson,90,11,79,EXAM,T,8:00-11:00am,SSB 130,08-MAY 08-MAY
15585,BIO-034-02D,Introduction to Marine Science,0,DISC,T,6:30-8:20pm,KOLLIG 396,16-JAN 04-MAY,Staff,30,3,27
15586,BIO-034-03D,Introduction to Marine Science,0,DISC,R,6:30-8:20pm,CLSSRM 127,16-JAN 04-MAY,Staff,30,1,29
15930,BIO-034-04D,Introduction to Marine Science,0,DISC,W,3:30-5:20pm,CLSSRM 286,16-JAN 04-MAY,Staff,30,7,23
15157,BIO-043-01,Biodiversity and Conservation,4,LECT,MWF,11:30-12:20pm,CLSSRM 113,16-JAN 04-MAY,Staff,48,3,45,EXAM,F,8:00-11:00am,SSB 170,11-MAY 11-MAY
15158,BIO-043-02L,Biodiversity and Conservation,0,LAB,M,8:30-10:20am,SE2 130,16-JAN 04-MAY,Staff,24,1,23
15159,BIO-043-03L,Biodiversity and Conservation,0,LAB,M,1:30-3:20pm,SE2 130,16-JAN 04-MAY,Staff,24,2,22
10094,BIO-060-01,Nutrition,4,LECT,MWF,1:30-2:20pm,COB2 110,16-JAN 04-MAY,Conte,180,46,134,EXAM,M,8:00-11:00am,CLSSRM 120,07-MAY 07-MAY
10095,BIO-060-02D,Nutrition,0,DISC,M,6:30-7:20pm,CLSSRM 129,16-JAN 04-MAY,Staff,20,5,15
10096,BIO-060-03D,Nutrition,0,DISC,M,7:30-8:20pm,CLSSRM 129,16-JAN 04-MAY,Staff,20,3,17
10097,BIO-060-04D,Nutrition,0,DISC,M,8:30-9:20pm,CLSSRM 129,16-JAN 04-MAY,Staff,20,0,20
10742,BIO-060-05D,Nutrition,0,DISC,T,8:00-8:50am,CLSSRM 129,16-JAN 04-MAY,Staff,20,8,12
10740,BIO-060-06D,Nutrition,0,DISC,R,8:00-8:50am,CLSSRM 129,16-JAN 04-MAY,Staff,20,1,19
10741,BIO-060-07D,Nutrition,0,DISC,T,3:30-4:20pm,CLSSRM 276,16-JAN 04-MAY,Staff,20,8,12
15949,BIO-060-08D,Nutrition,0,DISC,M,4:30-5:20pm,CLSSRM 261,16-JAN 04-MAY,Staff,20,0,20
15950,BIO-060-09D,Nutrition,0,DISC,M,3:30-4:20pm,CLSSRM 261,16-JAN 04-MAY,Staff,20,17,3
15951,BIO-060-10D,Nutrition,0,DISC,M,5:30-6:20pm,CLSSRM 205,16-JAN 04-MAY,Staff,20,4,16
15587,BIO-065-01,Natural History of Dinosaurs,4,LECT,MW,10:30-11:45am,KOLLIG 217,16-JAN 04-MAY,Yeakel,60,25,35,EXAM,S,8:00-11:00am,KOLLIG 217,05-MAY 05-MAY
15588,BIO-065-02D,Natural History of Dinosaurs,0,DISC,M,12:30-1:20pm,CLSSRM 279,16-JAN 04-MAY,Yeakel,20,13,7
15589,BIO-065-03D,Natural History of Dinosaurs,0,DISC,W,1:30-2:20pm,CLSSRM 288,16-JAN 04-MAY,Staff,20,7,13
15952,BIO-065-04D,Natural History of Dinosaurs,0,DISC,M,6:30-7:20pm,CLSSRM 203,16-JAN 04-MAY,Staff,20,5,15
10098,BIO-101-01,Biochemistry I,4,LECT,MW,9:00-10:15am,COB2 110,16-JAN 04-MAY,Zoghbi,200,109,91,EXAM,T,11:30-2:30pm,COB2 110,08-MAY 08-MAY
10099,BIO-101-02D,Biochemistry I,0,DISC,T,6:30-7:20pm,CLSSRM 127,16-JAN 04-MAY,Staff,20,10,10
10100,BIO-101-03D,Biochemistry I,0,DISC,T,7:30-8:20pm,CLSSRM 129,16-JAN 04-MAY,Staff,20,5,15
10101,BIO-101-04D,Biochemistry I,0,DISC,T,8:30-9:20pm,CLSSRM 288,16-JAN 04-MAY,Staff,20,3,17
10854,BIO-101-05D,Biochemistry I,0,DISC,F,1:30-2:20pm,CLSSRM 288,16-JAN 04-MAY,Staff,20,6,14
10931,BIO-101-06D,Biochemistry I,0,DISC,F,2:30-3:20pm,CLSSRM 282,16-JAN 04-MAY,Staff,20,10,10
10932,BIO-101-07D,Biochemistry I,0,DISC,R,10:30-11:20am,CLSSRM 288,16-JAN 04-MAY,Staff,20,20,Closed
15542,BIO-101-08D,Biochemistry I,0,DISC,F,1:30-2:20pm,CLSSRM 127,16-JAN 04-MAY,Staff,20,3,17
15953,BIO-101-09D,Biochemistry I,0,DISC,T,4:30-5:20pm,CLSSRM 205,16-JAN 04-MAY,Staff,20,20,Closed
15954,BIO-101-10D,Biochemistry I,0,DISC,T,5:30-6:20pm,CLSSRM 260,16-JAN 04-MAY,Staff,20,12,8
15955,BIO-101-11D,Biochemistry I,0,DISC,W,11:30-12:20pm,CLSSRM 261,16-JAN 04-MAY,Staff,20,20,Closed
10102,BIO-102-01,Biochemistry II,4,LECT,TR,9:30-10:20am,COB2 264,16-JAN 04-MAY,LiWang,20,16,4,EXAM,T,3:00-6:00pm,COB2 264,08-MAY 08-MAY
10541,BIO-102-02D,Biochemistry II,0,DISC,T,4:30-5:20pm,COB2 264,16-JAN 04-MAY,Staff,20,16,4
10103,BIO-102-02L,Biochemistry II,0,LAB,T,6:30-8:20pm,SCIENG 155,16-JAN 04-MAY,Staff,20,16,4
10104,BIO-110-01,The Cell,4,LECT,MW,10:30-11:45am,SSB 130,16-JAN 04-MAY,Woo,72,33,39,EXAM,T,6:30-9:30pm,COB2 110,08-MAY 08-MAY
10105,BIO-110-02C,The Cell,0,DISC,M,3:30-4:20pm,CLSSRM 272,16-JAN 04-MAY,Staff,24,18,6,LAB,M,3:30-6:20pm,SCIENG 167,16-JAN 04-MAY
10106,BIO-110-03C,The Cell,0,LAB,M,7:00-9:50pm,SCIENG 167,16-JAN 04-MAY,Staff,24,7,17,DISC,M,7:00-7:50pm,CLSSRM 261,16-JAN 04-MAY
10107,BIO-110-04C,The Cell,0,DISC,T,8:30-9:20am,CLSSRM 272,16-JAN 04-MAY,Staff,24,8,16,LAB,T,8:30-11:20am,SCIENG 167,16-JAN 04-MAY
14396,BIO-110-10,The Cell,4,LECT,MW,9:00-10:15am,SSB 130,16-JAN 04-MAY,Ge,90,18,72,EXAM,T,6:30-9:30pm,COB2 110,08-MAY 08-MAY
10788,BIO-110-11C,The Cell,0,DISC,M,11:30-12:20pm,CLSSRM 266,16-JAN 04-MAY,Staff,24,9,15,LAB,M,11:30-2:20pm,SCIENG 167,16-JAN 04-MAY
14027,BIO-110-12C,The Cell,0,LAB,T,11:30-2:20pm,SCIENG 167,16-JAN 04-MAY,Staff,24,6,18,DISC,T,11:30-12:20pm,CLSSRM 266,16-JAN 04-MAY
14203,BIO-110-13C,The Cell,0,LAB,T,3:00-5:50pm,SCIENG 167,16-JAN 04-MAY,Staff,24,2,22,DISC,T,4:00-4:50pm,CLSSRM 279,16-JAN 04-MAY
14933,BIO-110-14C,The Cell,0,LAB,T,6:30-9:20pm,SCIENG 167,16-JAN 04-MAY,Staff,18,1,17,DISC,T,6:30-7:20pm,CLSSRM 270,16-JAN 04-MAY
14078,BIO-120-01,General Microbiology,4,LECT,TR,11:00-12:15pm,SSB 170,16-JAN 04-MAY,Nobile,80,80,Closed,EXAM,S,3:00-6:00pm,SSB 170,05-MAY 05-MAY
14079,BIO-120-02D,General Microbiology,0,DISC,W,7:30-8:20am,CLSSRM 127,16-JAN 04-MAY,Staff,20,20,Closed
14080,BIO-120-03D,General Microbiology,0,DISC,W,8:30-9:20am,CLSSRM 127,16-JAN 04-MAY,Staff,20,20,Closed
14081,BIO-120-04D,General Microbiology,0,DISC,W,9:30-10:20am,CLSSRM 127,16-JAN 04-MAY,Staff,20,20,Closed
15959,BIO-120-05D,General Microbiology,0,DISC,R,4:30-5:20pm,CLSSRM 261,16-JAN 04-MAY,Staff,20,20,Closed
14313,BIO-120L-01,General Micro Lab,3,LECT,F,11:30-12:20pm,CLSSRM 265,16-JAN 04-MAY,Touma,40,40,Closed,EXAM,F,8:00-11:00am,CLSSRM 114,11-MAY 11-MAY
14082,BIO-120L-02L,General Micro Lab,0,LAB,MW,10:30-1:20pm,SCIENG 155,16-JAN 04-MAY,Staff,20,20,Closed
14083,BIO-120L-03L,General Micro Lab,0,LAB,MW,2:30-5:20pm,SCIENG 155,16-JAN 04-MAY,Staff,20,20,Closed
14916,BIO-124-01,Microbial Evolution,4,LECT,TR,9:00-10:15am,COB2 170,16-JAN 04-MAY,Touma,90,87,3,EXAM,T,3:00-6:00pm,COB2 170,08-MAY 08-MAY
14917,BIO-124-02D,Microbial Evolution,0,DISC,T,12:30-1:20pm,CLSSRM 286,16-JAN 04-MAY,Staff,20,20,Closed
14918,BIO-124-03D,Microbial Evolution,0,DISC,T,1:30-2:20pm,CLSSRM 282,16-JAN 04-MAY,Staff,20,20,Closed
14919,BIO-124-04D,Microbial Evolution,0,DISC,T,10:30-11:20am,CLSSRM 282,16-JAN 04-MAY,Staff,20,20,Closed
15902,BIO-124-05D,Microbial Evolution,0,DISC,T,4:30-5:20pm,CLSSRM 276,16-JAN 04-MAY,Staff,20,17,3
15960,BIO-124-06D,Microbial Evolution,0,DISC,R,10:30-11:20am,CLSSRM 260,16-JAN 04-MAY,Staff,10,10,Closed
14929,BIO-127-01,General Virology,4,LECT,MW,6:00-7:15pm,SSB 160,16-JAN 04-MAY,Reed,100,81,19,EXAM,R,3:00-6:00pm,SSB 160,10-MAY 10-MAY
14930,BIO-127-02D,General Virology,0,DISC,W,8:30-9:20am,CLSSRM 276,16-JAN 04-MAY,Staff,20,17,3
14931,BIO-127-03D,General Virology,0,DISC,W,9:30-10:20am,CLSSRM 286,16-JAN 04-MAY,Staff,20,20,Closed
14932,BIO-127-04D,General Virology,0,DISC,W,10:30-11:20am,CLSSRM 127,16-JAN 04-MAY,Staff,20,20,Closed
15961,BIO-127-05D,General Virology,0,DISC,M,8:30-9:20am,CLSSRM 261,16-JAN 04-MAY,Staff,20,5,15
